,Customer_Name,REVIEW_TITLE,Color,REVIEW_DATE,COMMENTS,RATINGS,comments_prep,review_prep,char_counts,word_counts,sent_counts,avg_word_len,avg_sent_len,char_counts_rev,word_counts_rev,sent_counts_rev,avg_word_len_rev,avg_sent_len_rev,anonymous_customer,RATINGS_SENTIMENT
1212,Remya,Good one,Black,15-Dec-21,Good,4,good,good,4,1,1,4.0,1.0,8,2,1,3.5,2.0,True,positive
1213,Mohammed i.,Superb,Spirit Lime,19-Nov-21,Price and quality super,5,price quality super,superb,23,4,1,5.0,4.0,6,1,1,6.0,1.0,True,positive
1214,Ankit kumar,Not good nor bad,Blue,12-Sep-21,Not good nor bad,5,good bad,good bad,16,4,1,3.25,4.0,16,4,1,3.25,4.0,True,positive
1215,Khurram juber,One air phone not working only daysa,Iguana,03-Oct-21,I dont like wast mony,1,dont like wast mony,air phone working daysa,21,5,1,3.4,5.0,36,7,1,4.285714285714286,7.0,True,negative
1216,Samriddhi,Not worth buying,White,09-Nov-21,Can't hear from one plug,3,cant hear plug,worth buying,24,5,1,4.0,5.0,16,3,1,4.666666666666667,3.0,True,neutral
1217,Arun Mani,Stopped working within a month...,Blue,24-Dec-21,low sound one side,1,low sound,stopped working month,18,4,1,3.75,4.0,33,5,1,5.8,5.0,True,negative
1218,Ananth,Poor Microphone quality,Iguana,11-Jul-21,microphone is not great.,2,microphone great,poor microphone quality,24,4,1,5.25,4.0,23,3,1,7.0,3.0,True,negative
1219,Ashish,This one,White,30-Jun-21,Okay,5,okay,,4,1,1,4.0,1.0,8,2,1,3.5,2.0,True,positive
1220,Roshan holey,Good quality,Iguana,25-Aug-21,Like,4,like,good quality,4,1,1,4.0,1.0,12,2,1,5.5,2.0,True,positive
1221,Dhirendrarai,Nice products,White,29-Dec-21,Good,2,good,nice products,4,1,1,4.0,1.0,13,2,1,6.0,2.0,True,negative
1222,Yakshith Barike,Good,Iguana,27-Aug-21,Good,5,good,good,4,1,1,4.0,1.0,4,1,1,4.0,1.0,True,positive
1223,Mahmudul hassan,Nice,Blue,26-Aug-21,Nice,5,nice,nice,4,1,1,4.0,1.0,4,1,1,4.0,1.0,True,positive
1224,Ashish,Supebbb,Blue,05-Dec-21,This product ameging to good,5,product ameging good,supebbb,28,5,1,4.8,5.0,7,1,1,7.0,1.0,True,positive
1225,Ankit sharma,Worst Noise Cancellation Mic,Iguana,04-Dec-21,Worst Noise Cancellation Mic,1,worst noise cancellation mic,worst noise cancellation mic,28,4,1,6.25,4.0,28,4,1,6.25,4.0,True,negative
1226,damodhar,Goodone,Blue,28-Nov-21,Super,5,super,goodone,5,1,1,5.0,1.0,7,1,1,7.0,1.0,True,positive
1227,apoorva,Don t buy it s not working,White,18-Oct-21,Don t buy it s not working,1,don t buy s working,don t buy s working,26,7,1,2.857142857142857,7.0,26,7,1,2.857142857142857,7.0,True,negative
1228,Dipankar Podder,Good,Black,27-Nov-21,Good.,4,good,good,5,1,1,5.0,1.0,4,1,1,4.0,1.0,True,positive
1229,Ganesh,Good one,Black,23-Jan-22,Good product.,5,good product,good,13,2,1,6.0,2.0,8,2,1,3.5,2.0,True,positive
1230,meghana katgeri,Best product.,Spirit Lime,02-Dec-21,Best product,5,best product,best product,12,2,1,5.5,2.0,13,2,1,6.0,2.0,True,positive
1231,Syed Majid,NOT WORKING,White,30-Sep-21,SDS,1,sds,working,3,1,1,3.0,1.0,11,2,1,5.0,2.0,True,negative
1232,md washi akram,Nice,Black,21-Nov-21,Good producte,3,good producte,nice,13,2,1,6.0,2.0,4,1,1,4.0,1.0,True,neutral
1233,Himanshu Rawat,Very good product good to you use..,White,04-Apr-22,All is good,5,good,good product good use,11,3,1,3.0,3.0,35,7,1,4.142857142857143,7.0,True,positive
1234,Dwarakan,Cheap and worst product from Boat,Black,03-Nov-21,one ear piece torn in few weeks,1,ear piece torn weeks,cheap worst product boat,31,7,1,3.5714285714285716,7.0,33,6,1,4.666666666666667,6.0,True,negative
1235,GAURAV KUMAR,Sound quality is ok..,Spirit Lime,27-Jul-21,Sound quality is ok types ..,3,sound quality ok types ,sound quality ok,28,6,1,3.8333333333333335,6.0,21,4,1,4.5,4.0,True,neutral
1236,Ashok,Super,White,17-Jan-22,Chala bagundi,5,chala bagundi,super,13,2,1,6.0,2.0,5,1,1,5.0,1.0,True,positive
1237,Suraj Mahamuni,On high volume avaj fat jati he,Blue,29-Oct-21,On high volume avaj fat jati he,2,high volume avaj fat jati,high volume avaj fat jati,31,7,1,3.5714285714285716,7.0,31,7,1,3.5714285714285716,7.0,True,negative
1238,Amit Kumar Yadav,Cool,Black,15-Oct-21,Fantastic,4,fantastic,cool,9,1,1,9.0,1.0,4,1,1,4.0,1.0,True,positive
1239,Harini R,Satisfied cable length is smal but headset top notch for rs,Spirit Lime,19-Jan-22,,5,nan,satisfied cable length smal headset notch rs,3,1,1,3.0,1.0,59,11,1,4.454545454545454,11.0,True,positive
1240,Priyanka tak,Pathetic product. Stopped working on th day. Don't west money buying this product.,White,26-Feb-22,,1,nan,pathetic product stopped working th day dont west money buying product,3,1,1,3.0,1.0,82,13,3,5.384615384615385,4.333333333333333,True,negative
1241,Ramprasad,Normal sound music,White,11-Jan-22,,2,nan,normal sound music,3,1,1,3.0,1.0,18,3,1,5.333333333333333,3.0,True,negative
1242,Faiyaz Ahmad,It's a very nice earphone.,Black,07-Apr-22,,5,nan,its nice earphone,3,1,1,3.0,1.0,26,5,1,4.4,5.0,True,positive
1243,Rizah Taufiq,Very good product one of the best earphones there is in this price segment,Spirit Lime,16-Nov-21,,5,nan,good product best earphones price segment,3,1,1,3.0,1.0,74,14,1,4.357142857142857,14.0,True,positive
1244,Sam 01,Sound quality,Black,14-Apr-22,,1,nan,sound quality,3,1,1,3.0,1.0,13,2,1,6.0,2.0,True,negative
1245,Wilkin Sebastian,Guys please don't buy this.my ears started to pain after using it.low quality out put,White,07-Apr-22,,3,nan,guys dont buy thismy ears started pain itlow quality,3,1,1,3.0,1.0,85,15,1,4.733333333333333,15.0,True,neutral
1246,durgesh sharma,Good,Blue,11-Nov-21,Better than samsung earphone,5,better samsung earphone,good,28,4,1,6.25,4.0,4,1,1,4.0,1.0,True,positive
1247,T.V.YOGESH,Waste of money I don't know who to blame Amazon or the sellers,White,09-Feb-22,Please don't buy,1,dont buy,waste money dont know blame amazon sellers,16,3,1,4.666666666666667,3.0,62,13,1,3.8461538461538463,13.0,True,negative
1248,Pradeep Bisht,,Black,11-Mar-22,Nice,5,nice,nan,4,1,1,4.0,1.0,3,1,1,3.0,1.0,True,positive
1249,Ashutosh kashyap,Bass is very crystal and clear .,Black,08-Jan-22,Very nice prodeuct .,5,nice prodeuct ,bass crystal clear ,20,4,1,4.25,4.0,32,7,1,3.7142857142857144,7.0,True,positive
1250,Amazon Customer,Just one month,Black,16-Sep-21,After one not it is very low voice.,2,low voice,month,35,8,1,3.5,8.0,14,3,1,4.0,3.0,False,negative
1251,Shalini m nair,Nice one,Spirit Lime,02-Jan-22,Good product,4,good product,nice,12,2,1,5.5,2.0,8,2,1,3.5,2.0,True,positive
1252,bhupender bhaskar,Wrost product,Iguana,24-Dec-21,Wrost product,1,wrost product,wrost product,13,2,1,6.0,2.0,13,2,1,6.0,2.0,True,negative
1253,Syed Aqib,Too good for day to day use,Black,08-Jan-22,I like base,5,like base,good day day use,11,3,1,3.0,3.0,27,7,1,3.0,7.0,True,positive
1254,KEM Mariyappan,Good,Blue,09-Jul-21,Good,5,good,good,4,1,1,4.0,1.0,4,1,1,4.0,1.0,True,positive
1255,nisha verma,Very bad experience,Black,22-Oct-21,Broken and not a proper sound,1,broken proper sound,bad experience,29,6,1,4.0,6.0,19,3,1,5.666666666666667,3.0,True,negative
1256,Nitesh Kumar,Overall best earphone at this price range.,Iguana,21-Dec-21,Wire quality is best.,4,wire quality best,overall best earphone price range,21,4,1,4.5,4.0,42,7,1,5.142857142857143,7.0,True,positive
1257,Mathew Karthi,Value for money,White,13-Oct-21,Free from tangled headphones..,5,free tangled headphones,value money,30,4,1,6.75,4.0,15,3,1,4.333333333333333,3.0,True,positive
1258,Suraj patwal,.,Spirit Lime,20-Dec-21,Theek thaak hi hai...,3,theek thaak hi hai,,21,4,1,4.5,4.0,1,1,1,1.0,1.0,True,neutral
1259,Satish K.,Worst product,Spirit Lime,13-Jul-21,Waste of money,1,waste money,worst product,14,3,1,4.0,3.0,13,2,1,6.0,2.0,True,negative
1260,Akash K.,Good,White,22-Sep-21,Good,4,good,good,4,1,1,4.0,1.0,4,1,1,4.0,1.0,True,positive
1261,Sneha tiwari,Better,White,18-Apr-22,Voice,2,voice,better,5,1,1,5.0,1.0,6,1,1,6.0,1.0,True,negative
1262,Baisil jude,Value for money sound quality very nice,Spirit Lime,18-Sep-21,Good product.good clarity,5,good productgood clarity,value money sound quality nice,25,3,1,7.666666666666667,3.0,39,7,1,4.714285714285714,7.0,True,positive
1263,sharon,Better,Black,09-Jan-22,Some volume issues,3,volume issues,better,18,3,1,5.333333333333333,3.0,6,1,1,6.0,1.0,True,neutral
1264,M R Laskar,Excellent products,Black,01-Dec-21,Very good sounds bass,5,good sounds bass,excellent products,21,4,1,4.5,4.0,18,2,1,8.5,2.0,True,positive
1265,Rahul Chouhan,Good bass,White,03-Jul-21,Nice,5,nice,good bass,4,1,1,4.0,1.0,9,2,1,4.0,2.0,True,positive
1266,Jassim,Got broken very soon,Black,23-Nov-21,Very bad value for money,2,bad value money,got broken soon,24,5,1,4.0,5.0,20,4,1,4.25,4.0,True,negative
1267,masood shaikh,rd class sound and build quality,Spirit Lime,15-Sep-21,3rd class sound and build quality,1,3rd class sound build quality,rd class sound build quality,33,6,1,4.666666666666667,6.0,32,6,1,4.5,6.0,True,negative
1268,KS VENU,Worth product.. we can enjoy sound..,White,01-Dec-21,Sound and bass,4,sound bass,worth product enjoy sound,14,3,1,4.0,3.0,36,6,1,5.166666666666667,6.0,True,positive
1269,pankaj,Good buy,Iguana,20-Dec-21,Good product,4,good product,good buy,12,2,1,5.5,2.0,8,2,1,3.5,2.0,True,positive
1270,DHARMENDRA SINGH,Not a good product,White,17-Mar-22,Not good,1,good,good product,8,2,1,3.5,2.0,18,4,1,3.75,4.0,True,negative
1271,Yuvraj Golia,Poor quality do not buy this,White,11-Feb-22,Poor quality,1,poor quality,poor quality buy,12,2,1,5.5,2.0,28,6,1,3.8333333333333335,6.0,True,negative
1272,Amazon Customer,Good product thank you Amazon,Blue,10-Dec-21,Good product,5,good product,good product thank amazon,12,2,1,5.5,2.0,29,5,1,5.0,5.0,False,positive
1273,Shahul,Sound is very low,Spirit Lime,30-Dec-21,Sound is not good,3,sound good,sound low,17,4,1,3.5,4.0,17,4,1,3.5,4.0,True,neutral
1274,Aditya rathore,Not worth money,White,30-Sep-21,Not having good sound,2,having good sound,worth money,21,4,1,4.5,4.0,15,3,1,4.333333333333333,3.0,True,negative
1275,Riyas,Not fit in ear,Spirit Lime,25-Jul-21,Not fit in ear,1,fit ear,fit ear,14,4,1,2.75,4.0,14,4,1,2.75,4.0,True,negative
1276,Sourav kumar,Sound is good,Black,12-Nov-21,Good quality ear phones,4,good quality ear phones,sound good,23,4,1,5.0,4.0,13,3,1,3.6666666666666665,3.0,True,positive
1277,Amazon Customer,Worst product. Received a damaged item and now they are saying they won't replace.,Spirit Lime,13-Oct-21,,1,nan,worst product received damaged item saying wont replace,3,1,1,3.0,1.0,82,14,2,4.928571428571429,7.0,False,negative
1278,Raja,Worst from boat,Black,14-Jun-21,Sound hurts your ear drums very flat sound,1,sound hurts ear drums flat sound,worst boat,42,8,1,4.375,8.0,15,3,1,4.333333333333333,3.0,True,negative
1279,Archana,Sound quality,White,27-Dec-21,Good one,5,good,sound quality,8,2,1,3.5,2.0,13,2,1,6.0,2.0,True,positive
1280,siddharth ,It's osm,White,15-Dec-21,,5,nan,its osm,3,1,1,3.0,1.0,8,2,1,3.5,2.0,True,positive
1281,dhanraj7sp,I like this product because good quality,Iguana,13-Sep-21,Sound quality is good,5,sound quality good,like product good quality,21,4,1,4.5,4.0,40,7,1,4.857142857142857,7.0,True,positive
1282,Manohar,Worst Noise Cancellation,Black,21-Jun-21,,1,nan,worst noise cancellation,3,1,1,3.0,1.0,24,3,1,7.333333333333333,3.0,True,negative
1283,Monika Jay,One side its not working,Spirit Lime,26-Oct-21,One side is not working,1,working,working,23,5,1,3.8,5.0,24,5,1,4.0,5.0,True,negative
1284,Ravishankar Maurya,Good,White,16-Mar-22,Good,2,good,good,4,1,1,4.0,1.0,4,1,1,4.0,1.0,True,negative
1285,parthasarathy,Good,Iguana,17-Sep-21,Good,4,good,good,4,1,1,4.0,1.0,4,1,1,4.0,1.0,True,positive
1286,Aparajita Nayak,Overall good,Spirit Lime,29-Nov-21,Noise cancellation,5,noise cancellation,overall good,18,2,1,8.5,2.0,12,2,1,5.5,2.0,True,positive
1287,Prashant singh,Worst sound,Black,25-Jul-21,Dont buy it,1,dont buy,worst sound,11,3,1,3.0,3.0,11,2,1,5.0,2.0,True,negative
1288,Deepanshu,SOUND QUALITY,Iguana,16-Sep-21,BEST,5,best,sound quality,4,1,1,4.0,1.0,13,2,1,6.0,2.0,True,positive
1289,Karan Raj,Value for Money,Black,30-Jun-21,Just Amazing,5,amazing,value money,12,2,1,5.5,2.0,15,3,1,4.333333333333333,3.0,True,positive
1290,Abhis,Boat,Black,13-Sep-21,Good quality,5,good quality,boat,12,2,1,5.5,2.0,4,1,1,4.0,1.0,True,positive
1291,Saroj Bala,Bakar ha ekdum,Iguana,10-Nov-21,Dislike this product,1,dislike product,bakar ha ekdum,20,3,1,6.0,3.0,14,3,1,4.0,3.0,True,negative
1292,Sharma Family,Worst,Spirit Lime,03-Nov-21,Worst,1,worst,worst,5,1,1,5.0,1.0,5,1,1,5.0,1.0,True,negative
1293,Krish Gupta,Excellent earphones,Black,16-Jan-22,Mic is good,5,mic good,excellent earphones,11,3,1,3.0,3.0,19,2,1,9.0,2.0,True,positive
1294,darshan shingarey,Value of money,Iguana,12-Jul-21,Good product,5,good product,value money,12,2,1,5.5,2.0,14,3,1,4.0,3.0,True,positive
1295,anush raj,Music clarity,Blue,24-Sep-21,Its a good product,5,good product,music clarity,18,4,1,3.75,4.0,13,2,1,6.0,2.0,True,positive
1296,Kunal,Mic not working,Black,16-Dec-21,Mic not working,1,mic working,mic working,15,3,1,4.333333333333333,3.0,15,3,1,4.333333333333333,3.0,True,negative
1297,rajkumar,Mic problem,Black,15-Nov-21,Mic problem,1,mic problem,mic problem,11,2,1,5.0,2.0,11,2,1,5.0,2.0,True,negative
1298,Kiran,Best quality,Spirit Lime,01-Nov-21,Good sound,5,good sound,best quality,10,2,1,4.5,2.0,12,2,1,5.5,2.0,True,positive
1299,vidhya vijayan,Good,Blue,11-Jul-21,Good,5,good,good,4,1,1,4.0,1.0,4,1,1,4.0,1.0,True,positive
1300,Allabakash,Smooth functioning,Blue,12-Dec-21,Quality,5,quality,smooth functioning,7,1,1,7.0,1.0,18,2,1,8.5,2.0,True,positive
1301,B M SAIKIRAN,Worth for buying,Blue,03-Dec-21,Go with this one,5,,worth buying,16,4,1,3.25,4.0,16,3,1,4.666666666666667,3.0,True,positive
1302,mahesh,It was not support well with redmi phone,Black,03-Jul-21,It was not support with redmi mobile,2,support redmi mobile,support redmi phone,36,7,1,4.285714285714286,7.0,40,8,1,4.125,8.0,True,negative
1303,Meenakshi,Nice,Black,24-Jan-22,Nice,5,nice,nice,4,1,1,4.0,1.0,4,1,1,4.0,1.0,True,positive
1304,Altaf Husain Gothe,Voice clarity,Black,30-Jun-21,Not as like expected,4,like expected,voice clarity,20,4,1,4.25,4.0,13,2,1,6.0,2.0,True,positive
1305,S K GOPALA RAJU,Worth for its price,Blue,26-Feb-22,Good,5,good,worth price,4,1,1,4.0,1.0,19,4,1,4.0,4.0,True,positive
1306,Loshan Lenka,"Just what I am looking for, It's not hurting my ear..",Spirit Lime,21-Sep-21,,5,nan,looking for its hurting ear,3,1,1,3.0,1.0,53,11,1,3.909090909090909,11.0,True,positive
1307,7358714125,Worth For Money,Blue,26-Jul-21,Really a amazing Product,5,amazing product,worth money,24,4,1,5.25,4.0,15,3,1,4.333333333333333,3.0,True,positive
1308,Priyanka Banerjee,The product was not good.,Blue,17-Nov-21,Just okey,3,okey,product good,9,2,1,4.0,2.0,25,5,1,4.2,5.0,True,neutral
1309,Alric,Okish headphone,White,29-Sep-21,Mic not working,2,mic working,okish headphone,15,3,1,4.333333333333333,3.0,15,2,1,7.0,2.0,True,negative
1310,sony sharma,Very nice as expected,Spirit Lime,08-Jul-21,Nice handy,5,nice handy,nice expected,10,2,1,4.5,2.0,21,4,1,4.5,4.0,True,positive
1311,lucky,Owsem,Iguana,12-Sep-21,Very good,5,good,owsem,9,2,1,4.0,2.0,5,1,1,5.0,1.0,True,positive
1312,Jagdish,Good product,Black,12-Aug-21,Sound quality,5,sound quality,good product,13,2,1,6.0,2.0,12,2,1,5.5,2.0,True,positive
1313,Rabin,Good,Spirit Lime,03-Aug-21,Sounds quality is good,4,sounds quality good,good,22,4,1,4.75,4.0,4,1,1,4.0,1.0,True,positive
1314,raghava,Mic is not working,Iguana,02-Nov-21,Mic is not working,1,mic working,mic working,18,4,1,3.75,4.0,18,4,1,3.75,4.0,True,negative
1315,Shantoshi devi,Good product,Black,09-Jan-22,Very good,5,good,good product,9,2,1,4.0,2.0,12,2,1,5.5,2.0,True,positive
1316,rahman,good,Black,16-Dec-21,Good,5,good,good,4,1,1,4.0,1.0,4,1,1,4.0,1.0,True,positive
1317,vijaya,,Black,30-Jun-21,Nothing to dislike,5,dislike,nan,18,3,1,5.333333333333333,3.0,3,1,1,3.0,1.0,True,positive
1318,Ragavendhar,Good buds worthy,Black,07-Sep-21,,5,nan,good buds worthy,3,1,1,3.0,1.0,16,3,1,4.666666666666667,3.0,True,positive
1319,chandan kujur,Awesome,Spirit Lime,03-Jan-22,Mast hai.,4,mast hai,awesome,9,2,1,4.0,2.0,7,1,1,7.0,1.0,True,positive
1320,Ankita yadav,U must busy,Black,10-Jul-21,Amazing earphone i just loved it,5,amazing earphone loved,u busy,32,6,1,4.5,6.0,11,3,1,3.0,3.0,True,positive
1321,Pinaka Pani,Noise from the mic,Black,15-Jul-21,Disturbance coming from the mic,3,disturbance coming mic,noise mic,31,5,1,5.4,5.0,18,4,1,3.75,4.0,True,neutral
1322,Abhishek Gaikwad,Bass and sound quality not up to expectations.,Black,13-Oct-21,,2,nan,bass sound quality expectations,3,1,1,3.0,1.0,46,8,1,4.875,8.0,True,negative
1323,Rishab singh,Earphones are of good quality,Black,29-Nov-21,Sound is good,5,sound good,earphones good quality,13,3,1,3.6666666666666665,3.0,29,5,1,5.0,5.0,True,positive
1324,Brajesh Kumar patel,It is good.,Spirit Lime,20-Sep-21,Sound is good.,5,sound good,good,14,3,1,4.0,3.0,11,3,1,3.0,3.0,True,positive
1325,Maitra,Perfect piece,Black,02-Dec-21,Mind blowing,5,mind blowing,perfect piece,12,2,1,5.5,2.0,13,2,1,6.0,2.0,True,positive
1326,RAJU G.,Sound quality is good,Blue,23-Sep-21,Great product,5,great product,sound quality good,13,2,1,6.0,2.0,21,4,1,4.5,4.0,True,positive
1327,Aditya shukla,Best product,Blue,09-Jul-21,Amazing,5,amazing,best product,7,1,1,7.0,1.0,12,2,1,5.5,2.0,True,positive
1328,Dipak bhuniya,Nce,Iguana,05-Dec-21,Nce,4,nce,nce,3,1,1,3.0,1.0,3,1,1,3.0,1.0,True,positive
1329,atdsai,Bass is very low ..,Blue,22-Nov-21,Nice clour,2,nice clour,bass low ,10,2,1,4.5,2.0,19,5,1,3.0,5.0,True,negative
1330,shashank u.,Can't work properly,Black,15-Oct-21,I don't like it,1,dont like,cant work properly,15,4,1,3.0,4.0,19,3,1,5.666666666666667,3.0,True,negative
1331,Priyanshu Singh,Almost good,Spirit Lime,06-Jan-22,Good,5,good,good,4,1,1,4.0,1.0,11,2,1,5.0,2.0,True,positive
1332,Ahamed Ibrahim,Worthy for money,Iguana,15-Jul-21,,5,nan,worthy money,3,1,1,3.0,1.0,16,3,1,4.666666666666667,3.0,True,positive
1333,SOORAJ,Ok,White,12-Jan-22,Ok,5,ok,ok,2,1,1,2.0,1.0,2,1,1,2.0,1.0,True,positive
1334,Amazon Customer,Good,Spirit Lime,23-Aug-21,Good,5,good,good,4,1,1,4.0,1.0,4,1,1,4.0,1.0,False,positive
1335,Gaurav Kumar,Value for money,Black,25-Jul-21,Value for money,5,value money,value money,15,3,1,4.333333333333333,3.0,15,3,1,4.333333333333333,3.0,True,positive
1336,sachin dhembre,Bad quality one side is not working,Spirit Lime,07-Nov-21,,1,nan,bad quality working,3,1,1,3.0,1.0,35,7,1,4.142857142857143,7.0,True,negative
1337,Sampath,Worst sound clarity,White,21-Jun-21,Worst sound quality,1,worst sound quality,worst sound clarity,19,3,1,5.666666666666667,3.0,19,3,1,5.666666666666667,3.0,True,negative
1338,Anjaly Raj,Amazing product,Iguana,28-Aug-21,Amazing product,5,amazing product,amazing product,15,2,1,7.0,2.0,15,2,1,7.0,2.0,True,positive
1339,Adesh p.,Not good,Black,28-Jun-21,Fittings not good,1,fittings good,good,17,3,1,5.0,3.0,8,2,1,3.5,2.0,True,negative
1340,Daniela Almeida,Defective,Blue,23-Jun-21,Voice control not working,1,voice control working,defective,25,4,1,5.5,4.0,9,1,1,9.0,1.0,True,negative
1341,karishma lokhande,Best sound quality ear friendly,Spirit Lime,31-Jul-21,Coolest ones,5,coolest ones,best sound quality ear friendly,12,2,1,5.5,2.0,31,5,1,5.4,5.0,True,positive
1342,seeker,Waste of mone can say,Iguana,20-Sep-21,Worst,2,worst,waste mone,5,1,1,5.0,1.0,21,5,1,3.4,5.0,True,negative
1343,Shantanu rana,Superb,Black,10-Nov-21,Superb,5,superb,superb,6,1,1,6.0,1.0,6,1,1,6.0,1.0,True,positive
1344,Mohan,Good,Black,25-Sep-21,Good,5,good,good,4,1,1,4.0,1.0,4,1,1,4.0,1.0,True,positive
1345,Vishwanath Gupta,Nice,Blue,17-Dec-21,,4,nan,nice,3,1,1,3.0,1.0,4,1,1,4.0,1.0,True,positive
1346,sanchita sarkar,Boat headphone,Spirit Lime,19-Jul-21,Good value of money.,4,good value money,boat headphone,20,4,1,4.25,4.0,14,2,1,6.5,2.0,True,positive
1347,Chandan Barma,Nice,Spirit Lime,18-Sep-21,Nice,5,nice,nice,4,1,1,4.0,1.0,4,1,1,4.0,1.0,True,positive
1348,sohan singh,Good quality,Black,14-Sep-21,Good quality,4,good quality,good quality,12,2,1,5.5,2.0,12,2,1,5.5,2.0,True,positive
1349,Sanju,Very bad product please don't buy,Black,05-Dec-21,,1,nan,bad product dont buy,3,1,1,3.0,1.0,33,6,1,4.666666666666667,6.0,True,negative
1350,Ankush Sharma,Nice,White,11-Nov-21,Nice,4,nice,nice,4,1,1,4.0,1.0,4,1,1,4.0,1.0,True,positive
1351,Iqbal,"Nice product, has an appearance like apple earphones, great sound quality",White,02-Dec-21,,5,nan,nice product appearance like apple earphones great sound quality,3,1,1,3.0,1.0,73,11,1,5.7272727272727275,11.0,True,positive
1352,Amazon Customer,GGood,White,21-Sep-21,Gd,5,gd,ggood,2,1,1,2.0,1.0,5,1,1,5.0,1.0,False,positive
1353,Devesh Kashyap,There were a few scratches but overall earphone is good,Black,27-Nov-21,,4,nan,scratches overall earphone good,3,1,1,3.0,1.0,55,10,1,4.6,10.0,True,positive
1354,Yogi Singh,Value for money in this price range.,Blue,22-Sep-21,,4,nan,value money price range,3,1,1,3.0,1.0,36,7,1,4.285714285714286,7.0,True,positive
1355,vijay v.,Excellent,Iguana,29-Jun-21,Good quality,5,good quality,excellent,12,2,1,5.5,2.0,9,1,1,9.0,1.0,True,positive
1356,Abhishek,Average,Iguana,03-Jul-21,Ididnt expect this,1,ididnt expect,average,18,3,1,5.333333333333333,3.0,7,1,1,7.0,1.0,True,negative
1357,Barsha Saha,Don't buy this,Iguana,21-Jul-21,Very bad product,1,bad product,dont buy,16,3,1,4.666666666666667,3.0,14,3,1,4.0,3.0,True,negative
1358,Heena maru,Supar,Blue,13-Sep-21,,5,nan,supar,3,1,1,3.0,1.0,5,1,1,5.0,1.0,True,positive
1359,Sayaji sabale,Na,Black,01-Nov-21,Na,3,na,na,2,1,1,2.0,1.0,2,1,1,2.0,1.0,True,neutral
1360,Raj kumar ,Bad quality,Black,13-Jul-21,Sounds very bad,1,sounds bad,bad quality,15,3,1,4.333333333333333,3.0,11,2,1,5.0,2.0,True,negative
1361,Ishan  Mishra,Value for money gud deal,Spirit Lime,12-Sep-21,Like it,5,like,value money gud deal,7,2,1,3.0,2.0,24,5,1,4.0,5.0,True,positive
1362,md shahrukh,Nice Quality prodocut,Blue,19-Oct-21,,4,nan,nice quality prodocut,3,1,1,3.0,1.0,21,3,1,6.333333333333333,3.0,True,positive
1363,Madhu,Very nice products. Should buy it,Black,17-Jun-21,Fantastic product,5,fantastic product,nice products buy,17,2,1,8.0,2.0,33,6,2,4.666666666666667,3.0,True,positive
1364,Esai,Cheated,Spirit Lime,25-Jul-21,Fake product,1,fake product,cheated,12,2,1,5.5,2.0,7,1,1,7.0,1.0,True,negative
1365,meenu,Great,White,30-Jun-21,Value for money,4,value money,great,15,3,1,4.333333333333333,3.0,5,1,1,5.0,1.0,True,positive
1366,Niji,Good.,Blue,21-Jul-21,Good,5,good,good,4,1,1,4.0,1.0,5,1,1,5.0,1.0,True,positive
1367,Tanya bisht,Good earphones quality is very good,Black,22-Jun-21,Value for money,5,value money,good earphones quality good,15,3,1,4.333333333333333,3.0,35,6,1,5.0,6.0,True,positive
1368,Dinesh,It is very nice,Black,19-Jun-21,It is very nice,5,nice,nice,15,4,1,3.0,4.0,15,4,1,3.0,4.0,True,positive
1369,vetrivel,boAt Bassheads in Ear Wired Headset Blue,Blue,08-Jul-21,Best of cost,5,best cost,boat bassheads ear wired headset blue,12,3,1,3.3333333333333335,3.0,40,7,1,4.857142857142857,7.0,True,positive
1370,sarvesh singh,Nice,Black,01-Jul-21,Nice,4,nice,nice,4,1,1,4.0,1.0,4,1,1,4.0,1.0,True,positive
1371,Vediyappan,very good,Spirit Lime,16-Jul-21,good sound,5,good sound,good,10,2,1,4.5,2.0,9,2,1,4.0,2.0,True,positive
1372,Saroj Kumar,Best Quality,Blue,17-Jul-21,Good item,5,good item,best quality,9,2,1,4.0,2.0,12,2,1,5.5,2.0,True,positive
1373,Ravi,Bass is too low,Iguana,31-Jul-21,No bass,3,bass,bass low,7,2,1,3.0,2.0,15,4,1,3.0,4.0,True,neutral
1374,Manoj shettar,Ear grips.are good,Black,13-Jul-21,Good one,4,good,ear gripsare good,8,2,1,3.5,2.0,18,3,1,5.333333333333333,3.0,True,positive
1375,JOHNNY JOHN,Very good,Blue,02-Jul-21,Very nice,5,nice,good,9,2,1,4.0,2.0,9,2,1,4.0,2.0,True,positive
1376,K.RAGHU,One.of the best product from boat,Spirit Lime,30-Aug-21,,5,nan,oneof best product boat,3,1,1,3.0,1.0,33,6,1,4.666666666666667,6.0,True,positive
1377,Uttam kumar,NO SOUND QUALITY,Blue,10-Jul-21,No bass,1,bass,sound quality,7,2,1,3.0,2.0,16,3,1,4.666666666666667,3.0,True,negative
1378,Mostafijur R.,T,Blue,17-Jun-21,U can buy,4,u buy,t,9,3,1,2.3333333333333335,3.0,1,1,1,1.0,1.0,True,positive
1379,Mohammed Shadil,Good product highly recommended,Black,10-Aug-21,,5,nan,good product highly recommended,3,1,1,3.0,1.0,31,4,1,7.0,4.0,True,positive
1380,deepa chauhan,Fine,Black,09-Jul-21,Fine,5,fine,fine,4,1,1,4.0,1.0,4,1,1,4.0,1.0,True,positive
